# r(dimensionless)denity(g.cm^-3) vel/c		b^r (Gauss)	b^\phi(Gauss)	B(=\sqrt(b_mu b^\mu)G H/r	\beta		Temp (Kelvin)	Omega		v_phi
1000.		9.1551848e-21	0.00061722492	5.9973379e-6	0.000047932595	0.047932348	0.77771881	4.3384285	3.2940911e9	3.2478201e-6	0.0032505727
55.97576	1.0961142e-18	0.0023330549	0.0018840639	0.0049476792	0.27652352	0.55795515	144.00692	3.039517e10	0.00099341625	0.056467172
55.847019	1.1010081e-18	0.0023338949	0.0018926934	0.0049727541	0.27728378	0.55786189	144.1435	3.0455541e10	0.00099793076	0.056595358
55.718575	1.1059239e-18	0.0023347356	0.0019013624	0.0049979701	0.2780469	0.55776862	144.27939	3.051603e10	0.0010024656	0.056723832
55.590426	1.1108616e-18	0.002335577	0.0019100708	0.0050233282	0.2788129	0.55767533	144.41459	3.0576637e10	0.0010070209	0.056852593
55.462571	1.1158213e-18	0.0023364192	0.0019188191	0.0050488291	0.27958178	0.55758202	144.54911	3.0637364e10	0.0010115968	0.056981641
55.335011	1.1208031e-18	0.0023372622	0.0019276073	0.0050744738	0.28035357	0.55748869	144.68292	3.0698209e10	0.0010161933	0.057110979
55.207744	1.1258071e-18	0.0023381059	0.0019364355	0.0051002632	0.28112828	0.55739534	144.81605	3.0759173e10	0.0010208105	0.057240605
55.08077	1.1308334e-18	0.0023389504	0.0019453041	0.0051261982	0.28190592	0.55730197	144.94847	3.0820257e10	0.0010254485	0.057370522
54.954087	1.1358821e-18	0.0023397957	0.0019542132	0.0051522797	0.2826865	0.55720858	145.08018	3.088146e10	0.0010301074	0.057500729
54.827696	1.1409533e-18	0.0023406418	0.0019631629	0.0051785086	0.28347004	0.55711516	145.21118	3.0942783e10	0.0010347873	0.057631227
54.701596	1.1460471e-18	0.0023414888	0.0019721535	0.0052048858	0.28425654	0.55702173	145.34147	3.1004226e10	0.0010394883	0.057762017
54.575786	1.1511636e-18	0.0023423365	0.0019811851	0.0052314123	0.28504604	0.55692827	145.47104	3.1065789e10	0.0010442105	0.057893099
54.450265	1.1563028e-18	0.0023431851	0.001990258	0.0052580889	0.28583853	0.55683478	145.59988	3.1127472e10	0.001048954	0.058024474
54.325033	1.161465e-18	0.0023440345	0.0019993722	0.0052849168	0.28663403	0.55674128	145.728	3.1189275e10	0.0010537188	0.058156143
54.200089	1.1666501e-18	0.0023448848	0.0020085281	0.0053118966	0.28743256	0.55664774	145.85539	3.1251199e10	0.0010585051	0.058288106
54.075432	1.1718583e-18	0.002345736	0.0020177257	0.0053390296	0.28823414	0.55655419	145.98204	3.1313244e10	0.001063313	0.058420364
53.951062	1.1770896e-18	0.002346588	0.0020269654	0.0053663165	0.28903876	0.55646061	146.10796	3.137541e10	0.0010681425	0.058552918
53.826978	1.1823442e-18	0.002347441	0.0020362471	0.0053937584	0.28984646	0.556367	146.23313	3.1437696e10	0.0010729938	0.058685767
53.70318	1.1876222e-18	0.0023482948	0.0020455713	0.0054213562	0.29065724	0.55627337	146.35755	3.1500105e10	0.001077867	0.058818914
53.579666	1.1929237e-18	0.0023491496	0.002054938	0.0054491109	0.29147112	0.5561797	146.48123	3.1562634e10	0.0010827621	0.058952358
53.456436	1.1982487e-18	0.0023500053	0.0020643474	0.0054770236	0.29228811	0.55608602	146.60415	3.1625286e10	0.0010876792	0.0590861
53.33349	1.2035974e-18	0.002350862	0.0020737998	0.0055050951	0.29310823	0.5559923	146.72631	3.1688059e10	0.0010926185	0.059220141
53.210826	1.2089699e-18	0.0023517196	0.0020832953	0.0055333266	0.29393149	0.55589856	146.84771	3.1750954e10	0.00109758	0.059354481
53.088444	1.2143662e-18	0.0023525781	0.0020928342	0.0055617189	0.2947579	0.55580479	146.96834	3.1813972e10	0.0011025639	0.059489122
52.966344	1.2197865e-18	0.0023534377	0.0021024165	0.0055902732	0.29558749	0.55571098	147.0882	3.1877112e10	0.0011075702	0.059624063
52.844525	1.2252309e-18	0.0023542983	0.0021120426	0.0056189904	0.29642027	0.55561715	147.20728	3.1940375e10	0.0011125991	0.059759305
52.722986	1.2306995e-18	0.0023551598	0.0021217126	0.0056478716	0.29725624	0.55552329	147.32559	3.200376e10	0.0011176506	0.059894849
52.601727	1.2361923e-18	0.0023560224	0.0021314268	0.0056769177	0.29809543	0.5554294	147.44311	3.2067269e10	0.0011227248	0.060030696
52.480746	1.2417095e-18	0.002356886	0.0021411852	0.00570613	0.29893786	0.55533548	147.55985	3.21309e10	0.0011278219	0.060166847
52.360044	1.2472512e-18	0.0023577506	0.0021509882	0.0057355093	0.29978353	0.55524152	147.67579	3.2194655e10	0.001132942	0.060303301
52.239619	1.2528175e-18	0.0023586163	0.0021608359	0.0057650568	0.30063246	0.55514753	147.79095	3.2258534e10	0.001138085	0.06044006
52.119471	1.2584085e-18	0.002359483	0.0021707286	0.0057947735	0.30148467	0.55505351	147.9053	3.2322536e10	0.0011432513	0.060577124
51.9996	1.2640243e-18	0.0023603509	0.0021806664	0.0058246604	0.30234017	0.55495946	148.01885	3.2386662e10	0.0011484408	0.060714494
51.880004	1.2696649e-18	0.0023612198	0.0021906495	0.0058547188	0.30319898	0.55486537	148.13159	3.2450913e10	0.0011536536	0.06085217
51.760683	1.2753306e-18	0.0023620898	0.0022006781	0.0058849496	0.30406111	0.55477125	148.24352	3.2515287e10	0.0011588899	0.060990154
51.641637	1.2810214e-18	0.0023629609	0.0022107525	0.0059153539	0.30492659	0.55467709	148.35464	3.2579787e10	0.0011641498	0.061128446
51.522864	1.2867374e-18	0.0023638332	0.0022208729	0.0059459329	0.30579542	0.5545829	148.46494	3.264441e10	0.0011694333	0.061267046
51.404365	1.2924787e-18	0.0023647066	0.0022310395	0.0059766877	0.30666762	0.55448868	148.57442	3.2709159e10	0.0011747406	0.061405956
51.286138	1.2982454e-18	0.0023655811	0.0022412524	0.0060076193	0.30754321	0.55439441	148.68307	3.2774032e10	0.0011800718	0.061545175
51.168184	1.3040377e-18	0.0023664568	0.0022515119	0.006038729	0.3084222	0.55430011	148.7909	3.2839031e10	0.001185427	0.061684705
51.0505	1.3098556e-18	0.0023673337	0.0022618182	0.0060700177	0.30930461	0.55420578	148.89788	3.2904155e10	0.0011908062	0.061824546
50.933087	1.3156993e-18	0.0023682118	0.0022721715	0.0061014868	0.31019045	0.5541114	149.00404	3.2969405e10	0.0011962097	0.061964699
50.815944	1.3215688e-18	0.0023690911	0.002282572	0.0061331373	0.31107975	0.55401699	149.10934	3.3034781e10	0.0012016374	0.062105165
50.699071	1.3274644e-18	0.0023699716	0.00229302	0.0061649703	0.31197252	0.55392254	149.21381	3.3100282e10	0.0012070896	0.062245943
50.582466	1.3333859e-18	0.0023708533	0.0023035157	0.0061969871	0.31286877	0.55382805	149.31742	3.316591e10	0.0012125663	0.062387036
50.46613	1.3393337e-18	0.0023717362	0.0023140592	0.0062291888	0.31376852	0.55373352	149.42018	3.3231664e10	0.0012180677	0.062528443
50.350061	1.3453078e-18	0.0023726204	0.0023246508	0.0062615765	0.31467179	0.55363894	149.52209	3.3297544e10	0.0012235937	0.062670166
50.234259	1.3513082e-18	0.0023735059	0.0023352907	0.0062941516	0.3155786	0.55354433	149.62313	3.3363551e10	0.0012291447	0.062812204
50.118723	1.3573352e-18	0.0023743927	0.0023459791	0.0063269152	0.31648895	0.55344968	149.72331	3.3429685e10	0.0012347205	0.06295456
50.003453	1.3633888e-18	0.0023752807	0.0023567163	0.0063598684	0.31740288	0.55335498	149.82262	3.3495947e10	0.0012403215	0.063097232
49.888449	1.3694692e-18	0.00237617	0.0023675025	0.0063930125	0.31832039	0.55326025	149.92106	3.3562335e10	0.0012459476	0.063240222
49.773708	1.3755764e-18	0.0023770607	0.0023783378	0.0064263487	0.3192415	0.55316547	150.01862	3.3628851e10	0.001251599	0.063383531
49.659232	1.3817106e-18	0.0023779527	0.0023892226	0.0064598783	0.32016623	0.55307064	150.1153	3.3695494e10	0.0012572759	0.06352716
49.545019	1.3878718e-18	0.002378846	0.002400157	0.0064936025	0.3210946	0.55297578	150.2111	3.3762265e10	0.0012629782	0.063671108
49.431069	1.3940602e-18	0.0023797407	0.0024111412	0.0065275225	0.32202663	0.55288087	150.30602	3.3829164e10	0.0012687062	0.063815377
49.31738	1.400276e-18	0.0023806368	0.0024221756	0.0065616396	0.32296232	0.55278591	150.40004	3.3896191e10	0.0012744599	0.063959968
49.203954	1.4065191e-18	0.0023815342	0.0024332602	0.006595955	0.32390171	0.55269091	150.49316	3.3963347e10	0.0012802395	0.06410488
49.090788	1.4127898e-18	0.002382433	0.0024443954	0.0066304701	0.3248448	0.55259586	150.58539	3.4030631e10	0.001286045	0.064250116
48.977882	1.4190882e-18	0.0023833333	0.0024555814	0.0066651861	0.32579162	0.55250077	150.67672	3.4098044e10	0.0012918767	0.064395675
48.865236	1.4254143e-18	0.0023842349	0.0024668184	0.0067001043	0.32674218	0.55240563	150.76714	3.4165585e10	0.0012977345	0.064541558
48.752849	1.4317682e-18	0.002385138	0.0024781066	0.006735226	0.3276965	0.55231044	150.85665	3.4233256e10	0.0013036187	0.064687766
48.640721	1.4381502e-18	0.0023860425	0.0024894463	0.0067705525	0.3286546	0.5522152	150.94525	3.4301056e10	0.0013095293	0.064834299
48.52885	1.4445603e-18	0.0023869485	0.0025008378	0.0068060851	0.32961649	0.55211992	151.03293	3.4368986e10	0.0013154664	0.064981159
48.417237	1.4509986e-18	0.002387856	0.0025122811	0.0068418252	0.3305822	0.55202458	151.11969	3.4437045e10	0.0013214303	0.065128346
48.30588	1.4574652e-18	0.002388765	0.0025237766	0.0068777741	0.33155174	0.5519292	151.20553	3.4505234e10	0.0013274209	0.06527586
48.19478	1.4639604e-18	0.0023896754	0.0025353245	0.0069139331	0.33252514	0.55183377	151.29044	3.4573552e10	0.0013334384	0.065423703
48.083935	1.470484e-18	0.0023905874	0.0025469251	0.0069503036	0.3335024	0.55173828	151.37442	3.4642001e10	0.0013394829	0.065571874
47.973345	1.4770364e-18	0.0023915009	0.0025585786	0.006986887	0.33448355	0.55164275	151.45746	3.4710581e10	0.0013455546	0.065720376
47.863009	1.4836176e-18	0.002392416	0.0025702851	0.0070236846	0.33546862	0.55154716	151.53957	3.4779291e10	0.0013516536	0.065869208
47.752927	1.4902278e-18	0.0023933326	0.0025820451	0.0070606978	0.3364576	0.55145152	151.62073	3.4848131e10	0.0013577799	0.066018371
47.643099	1.496867e-18	0.0023942507	0.0025938587	0.0070979281	0.33745053	0.55135583	151.70095	3.4917103e10	0.0013639338	0.066167866
47.533523	1.5035354e-18	0.0023951705	0.0026057261	0.0071353767	0.33844743	0.55126009	151.78022	3.4986205e10	0.0013701153	0.066317694
47.424199	1.510233e-18	0.0023960918	0.0026176476	0.0071730452	0.33944831	0.55116429	151.85854	3.5055439e10	0.0013763245	0.066467855
47.315126	1.5169601e-18	0.0023970148	0.0026296235	0.007210935	0.34045319	0.55106844	151.9359	3.5124805e10	0.0013825616	0.06661835
47.206304	1.5237168e-18	0.0023979394	0.0026416539	0.0072490474	0.34146209	0.55097253	152.0123	3.5194302e10	0.0013888267	0.066769179
47.097733	1.5305031e-18	0.0023988656	0.0026537392	0.007287384	0.34247503	0.55087657	152.08774	3.526393e10	0.0013951199	0.066920345
46.989411	1.5373192e-18	0.0023997935	0.0026658796	0.0073259462	0.34349203	0.55078055	152.16222	3.5333691e10	0.0014014414	0.067071846
46.881338	1.5441652e-18	0.002400723	0.0026780753	0.0073647354	0.34451312	0.55068447	152.23572	3.5403584e10	0.0014077912	0.067223684
46.773514	1.5510412e-18	0.0024016542	0.0026903266	0.0074037531	0.3455383	0.55058834	152.30826	3.5473609e10	0.0014141696	0.06737586
46.665938	1.5579474e-18	0.0024025871	0.0027026337	0.0074430008	0.3465676	0.55049215	152.37981	3.5543767e10	0.0014205765	0.067528374
46.558609	1.5648838e-18	0.0024035217	0.0027149969	0.0074824801	0.34760105	0.55039591	152.45039	3.5614058e10	0.0014270122	0.067681227
46.451528	1.5718507e-18	0.0024044581	0.0027274165	0.0075221923	0.34863865	0.5502996	152.51998	3.5684481e10	0.0014334768	0.06783442
46.344692	1.5788481e-18	0.0024053961	0.0027398927	0.0075621391	0.34968043	0.55020324	152.58859	3.5755037e10	0.0014399704	0.067987954
46.238102	1.5858761e-18	0.002406336	0.0027524257	0.0076023219	0.35072641	0.55010681	152.6562	3.5825727e10	0.0014464931	0.068141828
46.131757	1.5929349e-18	0.0024072775	0.0027650159	0.0076427423	0.35177661	0.55001033	152.72283	3.589655e10	0.0014530451	0.068296045
46.025657	1.6000247e-18	0.0024082209	0.0027776634	0.0076834019	0.35283105	0.54991378	152.78846	3.5967507e10	0.0014596264	0.068450604
45.919801	1.6071454e-18	0.0024091661	0.0027903686	0.0077243021	0.35388975	0.54981718	152.85309	3.6038598e10	0.0014662373	0.068605507
45.814189	1.6142974e-18	0.002410113	0.0028031316	0.0077654446	0.35495274	0.54972051	152.91671	3.6109822e10	0.0014728779	0.068760754
45.708819	1.6214806e-18	0.0024110618	0.0028159529	0.0078068309	0.35602002	0.54962378	152.97933	3.6181181e10	0.0014795482	0.068916346
45.603692	1.6286952e-18	0.0024120124	0.0028288325	0.0078484627	0.35709163	0.54952699	153.04095	3.6252674e10	0.0014862484	0.069072283
45.498806	1.6359414e-18	0.0024129649	0.0028417709	0.0078903415	0.35816759	0.54943013	153.10155	3.6324302e10	0.0014929787	0.069228567
45.394162	1.6432192e-18	0.0024139192	0.0028547682	0.007932469	0.35924791	0.54933321	153.16113	3.6396064e10	0.0014997391	0.069385198
45.289758	1.6505289e-18	0.0024148755	0.0028678247	0.0079748467	0.36033261	0.54923623	153.2197	3.6467961e10	0.0015065298	0.069542176
45.185594	1.6578705e-18	0.0024158336	0.0028809407	0.0080174764	0.36142173	0.54913918	153.27724	3.6539993e10	0.001513351	0.069699503
45.08167	1.6652442e-18	0.0024167936	0.0028941165	0.0080603596	0.36251527	0.54904206	153.33376	3.6612161e10	0.0015202028	0.06985718
44.977985	1.67265e-18	0.0024177555	0.0029073523	0.0081034981	0.36361327	0.54894488	153.38925	3.6684463e10	0.0015270853	0.070015206
44.874539	1.6800882e-18	0.0024187194	0.0029206484	0.0081468934	0.36471573	0.54884764	153.44371	3.6756902e10	0.0015339986	0.070173584
44.77133	1.6875588e-18	0.0024196852	0.002934005	0.0081905473	0.3658227	0.54875032	153.49714	3.6829476e10	0.0015409429	0.070332313
44.668359	1.6950621e-18	0.002420653	0.0029474226	0.0082344615	0.36693417	0.54865294	153.54953	3.6902186e10	0.0015479184	0.070491394
44.565625	1.702598e-18	0.0024216228	0.0029609012	0.0082786377	0.36805019	0.54855549	153.60089	3.6975033e10	0.0015549251	0.070650828
44.463127	1.7101668e-18	0.0024225946	0.0029744413	0.0083230776	0.36917077	0.54845797	153.65119	3.7048015e10	0.0015619631	0.070810616
44.360864	1.7177686e-18	0.0024235684	0.0029880431	0.0083677829	0.37029592	0.54836038	153.70046	3.7121134e10	0.0015690328	0.070970758
44.258837	1.7254035e-18	0.0024245442	0.0030017068	0.0084127554	0.37142569	0.54826272	153.74867	3.719439e10	0.001576134	0.071131256
44.157045	1.7330717e-18	0.0024255221	0.0030154327	0.0084579968	0.37256008	0.54816499	153.79584	3.7267782e10	0.0015832672	0.07129211
44.055486	1.7407733e-18	0.002426502	0.0030292212	0.0085035089	0.37369912	0.54806719	153.84195	3.7341312e10	0.0015904322	0.071453321
43.954162	1.7485084e-18	0.002427484	0.0030430725	0.0085492935	0.37484283	0.54796932	153.887	3.7414979e10	0.0015976294	0.071614889
43.85307	1.7562772e-18	0.0024284681	0.0030569869	0.0085953524	0.37599124	0.54787138	153.93099	3.7488783e10	0.0016048587	0.071776816
43.752211	1.7640797e-18	0.0024294542	0.0030709647	0.0086416873	0.37714437	0.54777336	153.97392	3.7562725e10	0.0016121205	0.071939101
43.651583	1.7719163e-18	0.0024304425	0.0030850061	0.0086883002	0.37830224	0.54767527	154.01579	3.7636804e10	0.0016194148	0.072101747
43.551187	1.7797868e-18	0.002431433	0.0030991115	0.0087351928	0.37946487	0.54757711	154.05658	3.7711021e10	0.0016267417	0.072264753
43.451022	1.7876916e-18	0.0024324256	0.0031132812	0.008782367	0.38063229	0.54747887	154.09631	3.7785376e10	0.0016341015	0.07242812
43.351088	1.7956308e-18	0.0024334203	0.0031275154	0.0088298246	0.38180452	0.54738056	154.13496	3.785987e10	0.0016414942	0.07259185
43.251383	1.8036044e-18	0.0024344172	0.0031418144	0.0088775675	0.38298158	0.54728217	154.17254	3.7934502e10	0.00164892	0.072755942
43.151908	1.8116127e-18	0.0024354164	0.0031561785	0.0089255976	0.38416351	0.54718371	154.20904	3.8009273e10	0.001656379	0.072920399
43.052661	1.8196557e-18	0.0024364177	0.0031706081	0.0089739167	0.38535032	0.54708517	154.24445	3.8084182e10	0.0016638714	0.073085219
42.953643	1.8277337e-18	0.0024374213	0.0031851033	0.0090225269	0.38654203	0.54698655	154.27878	3.815923e10	0.0016713974	0.073250405
42.854852	1.8358467e-18	0.0024384271	0.0031996646	0.00907143	0.38773867	0.54688785	154.31203	3.8234418e10	0.001678957	0.073415957
42.756289	1.8439949e-18	0.0024394352	0.0032142922	0.009120628	0.38894027	0.54678908	154.34419	3.8309744e10	0.0016865505	0.073581876
42.657952	1.8521784e-18	0.0024404455	0.0032289864	0.0091701227	0.39014684	0.54669023	154.37525	3.8385211e10	0.0016941779	0.073748162
42.559841	1.8603974e-18	0.0024414581	0.0032437475	0.0092199162	0.39135842	0.5465913	154.40522	3.8460816e10	0.0017018395	0.073914816
42.461956	1.868652e-18	0.0024424731	0.0032585759	0.0092700105	0.39257502	0.54649228	154.4341	3.8536562e10	0.0017095354	0.07408184
42.364297	1.8769424e-18	0.0024434903	0.0032734718	0.0093204076	0.39379668	0.54639319	154.46187	3.8612448e10	0.0017172657	0.074249233
42.266861	1.8852687e-18	0.0024445099	0.0032884354	0.0093711094	0.39502341	0.54629402	154.48855	3.8688473e10	0.0017250305	0.074416998
42.16965	1.893631e-18	0.0024455319	0.0033034673	0.0094221179	0.39625525	0.54619476	154.51412	3.876464e10	0.0017328301	0.074585133
42.072663	1.9020295e-18	0.0024465562	0.0033185676	0.0094734353	0.39749221	0.54609542	154.53858	3.8840946e10	0.0017406646	0.074753641
41.975898	1.9104643e-18	0.0024475829	0.0033337366	0.0095250635	0.39873432	0.545996	154.56194	3.8917393e10	0.0017485341	0.074922522
41.879357	1.9189357e-18	0.0024486121	0.0033489747	0.0095770047	0.39998161	0.5458965	154.58419	3.8993982e10	0.0017564388	0.075091777
41.783037	1.9274436e-18	0.0024496436	0.0033642822	0.0096292608	0.4012341	0.54579691	154.60532	3.9070711e10	0.0017643789	0.075261406
41.686938	1.9359883e-18	0.0024506776	0.0033796593	0.0096818341	0.40249182	0.54569724	154.62534	3.9147581e10	0.0017723545	0.075431411
41.591061	1.94457e-18	0.002451714	0.0033951065	0.0097347266	0.4037548	0.54559748	154.64424	3.9224593e10	0.0017803657	0.075601791
41.495404	1.9531887e-18	0.0024527529	0.003410624	0.0097879404	0.40502305	0.54549764	154.66202	3.9301746e10	0.0017884127	0.075772549
41.399967	1.9618446e-18	0.0024537942	0.0034262122	0.0098414777	0.40629661	0.54539771	154.67868	3.9379041e10	0.0017964958	0.075943685
41.30475	1.9705379e-18	0.0024548381	0.0034418713	0.0098953405	0.4075755	0.5452977	154.69422	3.9456478e10	0.0018046149	0.076115199
41.209752	1.9792687e-18	0.0024558845	0.0034576017	0.0099495312	0.40885975	0.54519759	154.70863	3.9534057e10	0.0018127703	0.076287093
41.114972	1.9880372e-18	0.0024569335	0.0034734037	0.010004052	0.41014938	0.5450974	154.72192	3.9611778e10	0.0018209622	0.076459366
41.02041	1.9968434e-18	0.0024579849	0.0034892777	0.010058905	0.41144442	0.54499712	154.73407	3.9689641e10	0.0018291907	0.076632021
40.926066	2.0056877e-18	0.002459039	0.0035052239	0.010114092	0.4127449	0.54489675	154.74509	3.9767647e10	0.001837456	0.076805057
40.831939	2.01457e-18	0.0024600956	0.0035212427	0.010169616	0.41405085	0.54479629	154.75498	3.9845796e10	0.0018457582	0.076978477
40.738028	2.0234906e-18	0.0024611549	0.0035373344	0.010225479	0.41536228	0.54469574	154.76373	3.9924087e10	0.0018540974	0.077152279
40.644333	2.0324496e-18	0.0024622167	0.0035534993	0.010281682	0.41667924	0.5445951	154.77135	4.0002522e10	0.001862474	0.077326466
40.550854	2.0414472e-18	0.0024632812	0.0035697379	0.01033823	0.41800173	0.54449437	154.77783	4.00811e10	0.0018708879	0.077501037
40.457589	2.0504835e-18	0.0024643484	0.0035860503	0.010395123	0.4193298	0.54439355	154.78316	4.0159821e10	0.0018793395	0.077675995
40.364539	2.0595587e-18	0.0024654182	0.003602437	0.010452364	0.42066347	0.54429263	154.78735	4.0238686e10	0.0018878288	0.077851339
40.271703	2.0686729e-18	0.0024664907	0.0036188983	0.010509955	0.42200277	0.54419162	154.7904	4.0317694e10	0.001896356	0.07802707
40.179081	2.0778262e-18	0.0024675659	0.0036354345	0.010567899	0.42334772	0.54409051	154.79231	4.0396847e10	0.0019049213	0.07820319
40.086672	2.0870189e-18	0.0024686438	0.0036520459	0.010626198	0.42469835	0.54398932	154.79306	4.0476143e10	0.0019135248	0.078379699
39.994475	2.0962511e-18	0.0024697245	0.003668733	0.010684855	0.4260547	0.54388802	154.79266	4.0555584e10	0.0019221667	0.078556598
39.90249	2.1055229e-18	0.0024708079	0.003685496	0.010743871	0.42741678	0.54378663	154.79112	4.0635169e10	0.0019308473	0.078733887
39.810717	2.1148346e-18	0.0024718941	0.0037023353	0.01080325	0.42878463	0.54368515	154.78842	4.0714899e10	0.0019395665	0.078911568
39.719155	2.1241862e-18	0.0024729831	0.0037192512	0.010862993	0.43015828	0.54358357	154.78456	4.0794773e10	0.0019483247	0.079089642
39.627803	2.1335779e-18	0.0024740749	0.0037362441	0.010923103	0.43153775	0.54348189	154.77955	4.0874792e10	0.001957122	0.079268108
39.536662	2.1430098e-18	0.0024751695	0.0037533143	0.010983583	0.43292308	0.54338011	154.77339	4.0954956e10	0.0019659586	0.079446969
39.44573	2.1524822e-18	0.002476267	0.0037704622	0.011044435	0.43431428	0.54327823	154.76606	4.1035266e10	0.0019748346	0.079626224
39.355008	2.1619952e-18	0.0024773674	0.0037876882	0.011105662	0.4357114	0.54317626	154.75757	4.1115721e10	0.0019837502	0.079805875
39.264494	2.1715489e-18	0.0024784706	0.0038049925	0.011167265	0.43711446	0.54307418	154.74792	4.1196321e10	0.0019927056	0.079985922
39.174188	2.1811435e-18	0.0024795767	0.0038223755	0.011229249	0.43852348	0.542972	154.73711	4.1277067e10	0.0020017009	0.080166367
39.08409	2.1907792e-18	0.0024806857	0.0038398377	0.011291614	0.43993851	0.54286973	154.72514	4.1357959e10	0.0020107364	0.08034721
38.994199	2.2004561e-18	0.0024817977	0.0038573793	0.011354364	0.44135956	0.54276735	154.712	4.1438997e10	0.0020198121	0.080528452
38.904514	2.2101744e-18	0.0024829126	0.0038750007	0.011417501	0.44278667	0.54266487	154.69769	4.1520181e10	0.0020289284	0.080710094
38.815037	2.2199342e-18	0.0024840305	0.0038927023	0.011481029	0.44421987	0.54256228	154.68221	4.1601511e10	0.0020380853	0.080892137
38.725764	2.2297358e-18	0.0024851514	0.0039104844	0.011544949	0.44565919	0.5424596	154.66557	4.1682988e10	0.0020472831	0.08107458
38.636698	2.2395792e-18	0.0024862753	0.0039283474	0.011609264	0.44710465	0.54235681	154.64775	4.1764612e10	0.0020565218	0.081257427
38.547836	2.2494646e-18	0.0024874022	0.0039462917	0.011673977	0.4485563	0.54225391	154.62877	4.1846382e10	0.0020658018	0.081440676
38.459178	2.2593923e-18	0.0024885321	0.0039643176	0.01173909	0.45001415	0.54215091	154.60861	4.1928299e10	0.0020751231	0.08162433
38.370725	2.2693623e-18	0.0024896652	0.0039824255	0.011804607	0.45147825	0.5420478	154.58728	4.2010364e10	0.002084486	0.081808388
38.282474	2.2793748e-18	0.0024908013	0.0040006158	0.011870529	0.45294861	0.54194459	154.56477	4.2092576e10	0.0020938906	0.081992852
38.194427	2.28943e-18	0.0024919405	0.0040188889	0.011936861	0.45442527	0.54184127	154.54109	4.2174935e10	0.0021033372	0.082177723
38.106582	2.2995281e-18	0.0024930828	0.004037245	0.012003604	0.45590827	0.54173784	154.51623	4.2257442e10	0.0021128259	0.082363001
38.01894	2.3096692e-18	0.0024942282	0.0040556847	0.012070761	0.45739763	0.5416343	154.49019	4.2340096e10	0.0021223568	0.082548688
37.931498	2.3198534e-18	0.0024953768	0.0040742083	0.012138335	0.45889339	0.54153065	154.46298	4.2422899e10	0.0021319302	0.082734783
37.844258	2.3300811e-18	0.0024965286	0.0040928161	0.012206329	0.46039558	0.5414269	154.43459	4.2505849e10	0.0021415463	0.082921289
37.757219	2.3403522e-18	0.0024976836	0.0041115085	0.012274745	0.46190422	0.54132303	154.40501	4.2588948e10	0.0021512052	0.083108205
37.67038	2.350667e-18	0.0024988418	0.004130286	0.012343587	0.46341935	0.54121906	154.37426	4.2672195e10	0.0021609072	0.083295533
37.58374	2.3610257e-18	0.0025000032	0.0041491489	0.012412858	0.46494101	0.54111497	154.34233	4.2755591e10	0.0021706523	0.083483274
37.4973	2.3714284e-18	0.0025011679	0.0041680975	0.01248256	0.46646922	0.54101077	154.30921	4.2839136e10	0.0021804409	0.083671428
37.411059	2.3818753e-18	0.0025023359	0.0041871324	0.012552696	0.46800402	0.54090645	154.27492	4.2922829e10	0.0021902731	0.083859996
37.325016	2.3923666e-18	0.0025035071	0.0042062538	0.012623269	0.46954544	0.54080203	154.23944	4.3006671e10	0.0022001491	0.08404898
37.239171	2.4029024e-18	0.0025046816	0.0042254622	0.012694283	0.47109351	0.54069749	154.20277	4.3090662e10	0.002210069	0.084238379
37.153523	2.4134829e-18	0.0025058595	0.0042447579	0.012765739	0.47264827	0.54059283	154.16493	4.3174803e10	0.0022200331	0.084428195
37.068072	2.4241083e-18	0.0025070407	0.0042641414	0.012837642	0.47420974	0.54048806	154.12589	4.3259093e10	0.0022300416	0.08461843
36.982818	2.4347787e-18	0.0025082253	0.004283613	0.012909993	0.47577797	0.54038318	154.08568	4.3343533e10	0.0022400947	0.084809082
36.89776	2.4454943e-18	0.0025094133	0.0043031732	0.012982797	0.47735298	0.54027817	154.04428	4.3428123e10	0.0022501925	0.085000154
36.812897	2.4562554e-18	0.0025106047	0.0043228223	0.013056057	0.47893481	0.54017305	154.00169	4.3512862e10	0.0022603352	0.085191647
36.72823	2.467062e-18	0.0025117995	0.0043425608	0.013129774	0.48052349	0.54006782	153.95792	4.3597752e10	0.0022705231	0.085383561
36.643757	2.4779143e-18	0.0025129978	0.004362389	0.013203953	0.48211906	0.53996246	153.91296	4.3682792e10	0.0022807563	0.085575897
36.559479	2.4888126e-18	0.0025141995	0.0043823074	0.013278597	0.48372155	0.53985698	153.86681	4.3767982e10	0.0022910351	0.085768656
36.475395	2.4997569e-18	0.0025154047	0.0044023164	0.013353708	0.48533099	0.53975139	153.81948	4.3853322e10	0.0023013595	0.085961838
36.391504	2.5107475e-18	0.0025166134	0.0044224163	0.013429291	0.48694743	0.53964568	153.77097	4.3938814e10	0.00231173	0.086155446
36.307805	2.5217845e-18	0.0025178257	0.0044426077	0.013505347	0.48857088	0.53953984	153.72126	4.4024456e10	0.0023221465	0.086349479
36.2243	2.5328682e-18	0.0025190415	0.0044628908	0.013581881	0.49020139	0.53943388	153.67037	4.4110249e10	0.0023326094	0.086543939
36.140986	2.5439987e-18	0.0025202608	0.0044832662	0.013658895	0.491839	0.5393278	153.61829	4.4196193e10	0.0023431189	0.086738826
