# r(dimensionless)denity(g.cm^-3) vel/c		b^r (Gauss)	b^\phi(Gauss)	B(=\sqrt(b_mu b^\mu)G H/r	\beta		Temp (Kelvin)	Omega		v_phi
1000.		9.1551848e-21	0.00061722492	5.9973379e-6	0.000047932595	0.047932348	0.77771881	4.3384285	3.2940911e9	3.2478201e-6	0.0032505727
319.88951	4.6506544e-20	0.001415758	0.000058475642	0.00020581505	0.065834865	0.6536668	25.800936	7.2752206e9	0.000031277751	0.010031959
319.15379	4.6677e-20	0.0014175325	0.000058745131	0.0002065137	0.0659064	0.65347157	25.883428	7.2876403e9	0.000031421428	0.010054924
318.41975	4.6848164e-20	0.0014193063	0.000059015862	0.00020721518	0.06597816	0.6532766	25.966132	7.3000857e9	0.000031565766	0.010077942
317.68741	4.7020039e-20	0.0014210794	0.00005928784	0.00020791951	0.066050144	0.65308189	26.049046	7.3125568e9	0.000031710767	0.010101014
316.95675	4.7192629e-20	0.0014228518	0.00005956107	0.00020862669	0.066122353	0.65288744	26.132172	7.3250538e9	0.000031856434	0.010124138
316.22777	4.7365936e-20	0.0014246234	0.000059835559	0.00020933674	0.066194788	0.65269324	26.21551	7.3375766e9	0.00003200277	0.010147315
315.50046	4.7539965e-20	0.0014263943	0.000060111311	0.00021004968	0.06626745	0.6524993	26.299059	7.3501254e9	0.000032149778	0.010170545
314.77483	4.7714718e-20	0.0014281644	0.000060388334	0.00021076551	0.066340339	0.65230562	26.382821	7.3627001e9	0.000032297462	0.010193829
314.05087	4.7890199e-20	0.0014299338	0.000060666632	0.00021148425	0.066413455	0.6521122	26.466795	7.3753009e9	0.000032445824	0.010217166
313.32857	4.806641e-20	0.0014317023	0.000060946211	0.00021220592	0.0664868	0.65191904	26.550983	7.3879279e9	0.000032594868	0.010240557
312.60794	4.8243356e-20	0.0014334702	0.000061227079	0.00021293052	0.066560374	0.65172613	26.635383	7.400581e9	0.000032744596	0.010264002
311.88896	4.8421039e-20	0.0014352372	0.000061509239	0.00021365807	0.066634177	0.65153348	26.719997	7.4132604e9	0.000032895012	0.0102875
311.17163	4.8599463e-20	0.0014370034	0.000061792699	0.00021438858	0.066708211	0.65134109	26.804825	7.4259661e9	0.00003304612	0.010311052
310.45596	4.8778631e-20	0.0014387689	0.000062077464	0.00021512207	0.066782475	0.65114895	26.889867	7.4386981e9	0.000033197921	0.010334659
309.74193	4.8958547e-20	0.0014405335	0.000062363541	0.00021585855	0.06685697	0.65095707	26.975123	7.4514566e9	0.00003335042	0.010358319
309.02954	4.9139214e-20	0.0014422973	0.000062650935	0.00021659804	0.066931698	0.65076545	27.060594	7.4642415e9	0.000033503619	0.010382034
308.3188	4.9320634e-20	0.0014440603	0.000062939652	0.00021734053	0.067006657	0.65057408	27.146281	7.477053e9	0.000033657522	0.010405804
307.60968	4.9502813e-20	0.0014458224	0.000063229699	0.00021808606	0.06708185	0.65038297	27.232182	7.4898912e9	0.000033812132	0.010429628
306.9022	4.9685753e-20	0.0014475837	0.000063521082	0.00021883464	0.067157277	0.65019212	27.318299	7.502756e9	0.000033967453	0.010453507
306.19634	4.9869457e-20	0.0014493442	0.000063813806	0.00021958627	0.067232938	0.65000152	27.404633	7.5156475e9	0.000034123487	0.01047744
305.49211	5.005393e-20	0.0014511038	0.000064107878	0.00022034097	0.067308834	0.64981118	27.491182	7.5285658e9	0.000034280237	0.010501428
304.7895	5.0239174e-20	0.0014528625	0.000064403305	0.00022109876	0.067384966	0.64962109	27.577948	7.541511e9	0.000034437708	0.010525472
304.0885	5.0425192e-20	0.0014546204	0.000064700091	0.00022185965	0.067461334	0.64943126	27.664931	7.5544831e9	0.000034595902	0.010549571
303.38912	5.061199e-20	0.0014563774	0.000064998245	0.00022262366	0.067537939	0.64924168	27.752132	7.5674823e9	0.000034754822	0.010573725
302.69134	5.0799569e-20	0.0014581335	0.000065297771	0.00022339079	0.067614781	0.64905236	27.839549	7.5805084e9	0.000034914473	0.010597934
301.99517	5.0987934e-20	0.0014598888	0.000065598677	0.00022416107	0.067691861	0.64886329	27.927185	7.5935617e9	0.000035074857	0.010622199
301.3006	5.1177088e-20	0.0014616431	0.000065900968	0.0002249345	0.06776918	0.64867448	28.015038	7.6066421e9	0.000035235977	0.01064652
300.60763	5.1367035e-20	0.0014633965	0.000066204651	0.0002257111	0.067846738	0.64848592	28.10311	7.6197498e9	0.000035397838	0.010670897
299.91625	5.1557778e-20	0.001465149	0.000066509732	0.00022649089	0.067924536	0.64829762	28.191401	7.6328848e9	0.000035560442	0.010695329
299.22646	5.1749321e-20	0.0014669006	0.000066816218	0.00022727388	0.068002575	0.64810957	28.279911	7.6460472e9	0.000035723793	0.010719818
298.53826	5.1941667e-20	0.0014686512	0.000067124116	0.00022806008	0.068080855	0.64792177	28.36864	7.6592369e9	0.000035887895	0.010744363
297.85164	5.2134821e-20	0.0014704009	0.000067433431	0.00022884952	0.068159377	0.64773423	28.457588	7.6724542e9	0.00003605275	0.010768964
297.1666	5.2328785e-20	0.0014721497	0.00006774417	0.00022964219	0.068238141	0.64754694	28.546757	7.6856991e9	0.000036218362	0.010793622
296.48314	5.2523564e-20	0.0014738975	0.00006805634	0.00023043813	0.068317148	0.6473599	28.636146	7.6989715e9	0.000036384735	0.010818336
295.80125	5.2719161e-20	0.0014756444	0.000068369948	0.00023123734	0.068396399	0.64717312	28.725755	7.7122716e9	0.000036551872	0.010843107
295.12092	5.291558e-20	0.0014773903	0.000068684999	0.00023203984	0.068475895	0.64698659	28.815585	7.7255995e9	0.000036719777	0.010867935
294.44216	5.3112824e-20	0.0014791352	0.000069001501	0.00023284564	0.068555635	0.64680031	28.905636	7.7389552e9	0.000036888453	0.01089282
293.76497	5.3310898e-20	0.0014808791	0.000069319461	0.00023365476	0.068635621	0.64661429	28.995909	7.7523388e9	0.000037057904	0.010917762
293.08932	5.3509804e-20	0.0014826221	0.000069638884	0.00023446721	0.068715854	0.64642852	29.086403	7.7657503e9	0.000037228133	0.010942761
292.41524	5.3709548e-20	0.001484364	0.000069959778	0.00023528302	0.068796333	0.646243	29.177119	7.7791898e9	0.000037399144	0.010967818
291.7427	5.3910132e-20	0.001486105	0.00007028215	0.00023610219	0.06887706	0.64605773	29.268058	7.7926574e9	0.00003757094	0.010992932
291.07171	5.4111561e-20	0.0014878449	0.000070606006	0.00023692473	0.068958035	0.64587271	29.359219	7.8061531e9	0.000037743525	0.011018104
290.40227	5.4313838e-20	0.0014895838	0.000070931353	0.00023775068	0.069039259	0.64568794	29.450603	7.819677e9	0.000037916903	0.011043333
289.73436	5.4516967e-20	0.0014913217	0.000071258198	0.00023858003	0.069120733	0.64550343	29.54221	7.8332292e9	0.000038091078	0.011068621
289.06799	5.4720952e-20	0.0014930586	0.000071586548	0.00023941281	0.069202456	0.64531916	29.634041	7.8468097e9	0.000038266052	0.011093966
288.40315	5.4925797e-20	0.0014947944	0.00007191641	0.00024024903	0.069284431	0.64513515	29.726095	7.8604186e9	0.00003844183	0.01111937
287.73984	5.5131506e-20	0.0014965292	0.000072247791	0.00024108871	0.069366657	0.64495139	29.818373	7.874056e9	0.000038618415	0.011144832
287.07806	5.5338082e-20	0.001498263	0.000072580697	0.00024193187	0.069449135	0.64476788	29.910876	7.8877219e9	0.000038795811	0.011170352
286.4178	5.554553e-20	0.0014999956	0.000072915136	0.00024277851	0.069531866	0.64458461	30.003603	7.9014163e9	0.000038974022	0.011195931
285.75905	5.5753854e-20	0.0015017272	0.000073251114	0.00024362866	0.069614851	0.6444016	30.096556	7.9151395e9	0.000039153051	0.011221569
285.10183	5.5963057e-20	0.0015034578	0.00007358864	0.00024448232	0.069698089	0.64421884	30.189733	7.9288914e9	0.000039332902	0.011247265
284.44611	5.6173143e-20	0.0015051872	0.00007392772	0.00024533953	0.069781583	0.64403632	30.283136	7.942672e9	0.00003951358	0.011273021
283.7919	5.6384118e-20	0.0015069156	0.00007426836	0.00024620029	0.069865332	0.64385406	30.376765	7.9564815e9	0.000039695087	0.011298835
283.1392	5.6595983e-20	0.0015086429	0.000074610569	0.00024706462	0.069949337	0.64367204	30.47062	7.97032e9	0.000039877427	0.011324709
282.488	5.6808745e-20	0.001510369	0.000074954354	0.00024793254	0.070033599	0.64349028	30.564701	7.9841874e9	0.000040060605	0.011350642
281.83829	5.7022406e-20	0.0015120941	0.000075299721	0.00024880406	0.070118118	0.64330876	30.659009	7.9980838e9	0.000040244625	0.011376635
281.19008	5.7236971e-20	0.0015138181	0.000075646679	0.0002496792	0.070202896	0.64312749	30.753543	8.0120094e9	0.000040429489	0.011402687
280.54336	5.7452444e-20	0.0015155409	0.000075995233	0.00025055797	0.070287933	0.64294647	30.848305	8.0259642e9	0.000040615202	0.011428799
279.89813	5.7668829e-20	0.0015172626	0.000076345393	0.0002514404	0.070373229	0.64276569	30.943295	8.0399482e9	0.000040801768	0.011454971
279.25438	5.7886129e-20	0.0015189832	0.000076697164	0.00025232649	0.070458785	0.64258517	31.038512	8.0539616e9	0.000040989191	0.011481203
278.61212	5.8104351e-20	0.0015207026	0.000077050555	0.00025321628	0.070544602	0.64240489	31.133957	8.0680043e9	0.000041177475	0.011507495
277.97133	5.8323496e-20	0.0015224209	0.000077405573	0.00025410976	0.07063068	0.64222486	31.229631	8.0820765e9	0.000041366623	0.011533848
277.33201	5.8543571e-20	0.001524138	0.000077762225	0.00025500697	0.070717021	0.64204507	31.325533	8.0961782e9	0.000041556639	0.011560261
276.69416	5.8764578e-20	0.0015258539	0.000078120519	0.00025590791	0.070803625	0.64186553	31.421665	8.1103095e9	0.000041747528	0.011586734
276.05779	5.8986523e-20	0.0015275687	0.000078480463	0.00025681261	0.070890493	0.64168624	31.518025	8.1244705e9	0.000041939294	0.011613269
275.42287	5.9209409e-20	0.0015292824	0.000078842064	0.00025772108	0.070977625	0.64150719	31.614615	8.1386612e9	0.00004213194	0.011639864
274.78942	5.943324e-20	0.0015309948	0.000079205329	0.00025863333	0.071065021	0.64132839	31.711435	8.1528817e9	0.000042325471	0.01166652
274.15742	5.9658022e-20	0.001532706	0.000079570267	0.0002595494	0.071152684	0.64114984	31.808484	8.1671321e9	0.000042519891	0.011693238
273.52687	5.9883758e-20	0.0015344161	0.000079936885	0.00026046928	0.071240613	0.64097153	31.905765	8.1814123e9	0.000042715203	0.011720016
272.89778	6.0110452e-20	0.0015361249	0.000080305191	0.00026139301	0.071328809	0.64079347	32.003275	8.1957226e9	0.000042911412	0.011746856
272.27013	6.033811e-20	0.0015378326	0.000080675192	0.0002623206	0.071417273	0.64061565	32.101017	8.210063e9	0.000043108522	0.011773758
271.64393	6.0566735e-20	0.001539539	0.000081046896	0.00026325206	0.071506006	0.64043807	32.198989	8.2244334e9	0.000043306538	0.011800721
271.01916	6.0796332e-20	0.0015412442	0.000081420312	0.00026418742	0.071595007	0.64026074	32.297193	8.2388341e9	0.000043505462	0.011827746
270.39584	6.1026904e-20	0.0015429482	0.000081795446	0.00026512669	0.071684279	0.64008366	32.395629	8.2532651e9	0.000043705299	0.011854834
269.77394	6.1258458e-20	0.0015446509	0.000082172308	0.00026606989	0.071773821	0.63990682	32.494297	8.2677264e9	0.000043906055	0.011881983
269.15348	6.1490997e-20	0.0015463525	0.000082550904	0.00026701704	0.071863635	0.63973022	32.593197	8.2822181e9	0.000044107732	0.011909195
268.53444	6.1724525e-20	0.0015480527	0.000082931243	0.00026796816	0.071953721	0.63955387	32.692329	8.2967403e9	0.000044310335	0.011936469
267.91683	6.1959047e-20	0.0015497517	0.000083313333	0.00026892326	0.072044079	0.63937775	32.791695	8.311293e9	0.000044513868	0.011963805
267.30064	6.2194568e-20	0.0015514495	0.000083697182	0.00026988237	0.072134711	0.63920189	32.891293	8.3258764e9	0.000044718336	0.011991204
266.68587	6.2431092e-20	0.001553146	0.000084082797	0.00027084549	0.072225618	0.63902626	32.991125	8.3404905e9	0.000044923742	0.012018667
266.07251	6.2668624e-20	0.0015548412	0.000084470188	0.00027181266	0.072316799	0.63885088	33.09119	8.3551353e9	0.000045130092	0.012046192
265.46056	6.2907168e-20	0.0015565351	0.000084859362	0.00027278389	0.072408256	0.63867574	33.191489	8.3698109e9	0.000045337389	0.01207378
264.85001	6.314673e-20	0.0015582278	0.000085250328	0.00027375919	0.072499989	0.63850084	33.292023	8.3845174e9	0.000045545637	0.012101431
264.24088	6.3387312e-20	0.0015599191	0.000085643093	0.00027473859	0.072591999	0.63832618	33.39279	8.3992549e9	0.000045754842	0.012129146
263.63314	6.3628921e-20	0.0015616092	0.000086037667	0.00027572211	0.072684288	0.63815176	33.493793	8.4140235e9	0.000045965007	0.012156925
263.0268	6.3871561e-20	0.0015632979	0.000086434056	0.00027670976	0.072776855	0.63797759	33.59503	8.4288231e9	0.000046176137	0.012184767
262.42185	6.4115236e-20	0.0015649854	0.00008683227	0.00027770156	0.072869701	0.63780366	33.696502	8.4436539e9	0.000046388237	0.012212673
261.8183	6.4359952e-20	0.0015666715	0.000087232317	0.00027869754	0.072962827	0.63762996	33.79821	8.458516e9	0.00004660131	0.012240643
261.21614	6.4605713e-20	0.0015683563	0.000087634206	0.00027969771	0.073056234	0.63745651	33.900154	8.4734094e9	0.000046815361	0.012268677
260.61535	6.4852523e-20	0.0015700398	0.000088037944	0.00028070209	0.073149923	0.6372833	34.002334	8.4883342e9	0.000047030395	0.012296776
260.01596	6.5100388e-20	0.001571722	0.000088443541	0.0002817107	0.073243894	0.63711032	34.10475	8.5032905e9	0.000047246417	0.012324938
259.41794	6.5349313e-20	0.0015734028	0.000088851005	0.00028272356	0.073338148	0.63693759	34.207402	8.5182782e9	0.00004746343	0.012353166
258.82129	6.5599302e-20	0.0015750823	0.000089260345	0.00028374069	0.073432686	0.63676509	34.310291	8.5332976e9	0.000047681439	0.012381458
258.22602	6.5850359e-20	0.0015767604	0.000089671568	0.00028476211	0.073527508	0.63659284	34.413418	8.5483487e9	0.000047900449	0.012409815
257.63212	6.6102491e-20	0.0015784372	0.000090084684	0.00028578784	0.073622616	0.63642082	34.516781	8.5634315e9	0.000048120464	0.012438237
257.03958	6.6355702e-20	0.0015801126	0.000090499702	0.0002868179	0.07371801	0.63624904	34.620382	8.5785462e9	0.00004834149	0.012466724
256.4484	6.6609996e-20	0.0015817866	0.00009091663	0.00028785231	0.07381369	0.63607751	34.724221	8.5936927e9	0.00004856353	0.012495277
255.85859	6.6865379e-20	0.0015834593	0.000091335478	0.00028889108	0.073909659	0.6359062	34.828298	8.6088712e9	0.000048786589	0.012523895
255.27013	6.7121856e-20	0.0015851306	0.000091756253	0.00028993425	0.074005915	0.63573514	34.932613	8.6240817e9	0.000049010672	0.012552579
254.68303	6.7379431e-20	0.0015868004	0.000092178964	0.00029098183	0.074102461	0.63556431	35.037167	8.6393243e9	0.000049235784	0.012581328
254.09727	6.763811e-20	0.0015884689	0.000092603622	0.00029203384	0.074199296	0.63539372	35.14196	8.6545991e9	0.000049461929	0.012610143
253.51286	6.7897898e-20	0.0015901361	0.000093030233	0.0002930903	0.074296422	0.63522337	35.246991	8.6699062e9	0.000049689112	0.012639025
252.9298	6.81588e-20	0.0015918018	0.000093458809	0.00029415124	0.074393839	0.63505325	35.352263	8.6852456e9	0.000049917339	0.012667972
252.34808	6.842082e-20	0.001593466	0.000093889357	0.00029521666	0.074491549	0.63488337	35.457773	8.7006174e9	0.000050146612	0.012696986
251.76769	6.8683964e-20	0.0015951289	0.000094321887	0.0002962866	0.074589552	0.63471373	35.563524	8.7160216e9	0.000050376938	0.012726067
251.18864	6.8948238e-20	0.0015967904	0.000094756407	0.00029736107	0.074687848	0.63454432	35.669514	8.7314584e9	0.000050608322	0.012755214
250.61093	6.9213645e-20	0.0015984504	0.000095192927	0.0002984401	0.074786439	0.63437514	35.775745	8.7469278e9	0.000050840767	0.012784428
250.03454	6.9480193e-20	0.001600109	0.000095631457	0.0002995237	0.074885325	0.6342062	35.882216	8.7624299e9	0.00005107428	0.012813709
249.45947	6.9747884e-20	0.0016017662	0.000096072004	0.00030061191	0.074984507	0.6340375	35.988928	8.7779647e9	0.000051308864	0.012843057
248.88573	7.0016726e-20	0.0016034219	0.00009651458	0.00030170473	0.075083986	0.63386903	36.095881	8.7935325e9	0.000051544525	0.012872472
248.31331	7.0286722e-20	0.0016050762	0.000096959192	0.00030280219	0.075183763	0.6337008	36.203076	8.8091331e9	0.000051781267	0.012901955
247.74221	7.0557879e-20	0.001606729	0.00009740585	0.00030390431	0.075283838	0.6335328	36.310512	8.8247667e9	0.000052019097	0.012931505
247.17241	7.0830202e-20	0.0016083804	0.000097854565	0.00030501112	0.075384212	0.63336503	36.41819	8.8404334e9	0.000052258017	0.012961123
246.60393	7.1103695e-20	0.0016100303	0.000098305344	0.00030612264	0.075484887	0.6331975	36.52611	8.8561332e9	0.000052498035	0.012990809
246.03676	7.1378365e-20	0.0016116787	0.000098758198	0.00030723888	0.075585862	0.6330302	36.634272	8.8718662e9	0.000052739154	0.013020563
245.47089	7.1654217e-20	0.0016133256	0.000099213136	0.00030835987	0.075687139	0.63286313	36.742676	8.8876325e9	0.000052981379	0.013050385
244.90632	7.1931256e-20	0.0016149711	0.000099670168	0.00030948563	0.075788719	0.63269629	36.851324	8.9034321e9	0.000053224717	0.013080276
244.34306	7.2209487e-20	0.0016166151	0.0001001293	0.00031061618	0.075890601	0.63252969	36.960214	8.9192652e9	0.000053469171	0.013110235
243.78108	7.2488917e-20	0.0016182576	0.00010059055	0.00031175156	0.075992788	0.63236332	37.069347	8.9351317e9	0.000053714747	0.013140262
243.2204	7.2769549e-20	0.0016198986	0.00010105392	0.00031289177	0.076095279	0.63219718	37.178724	8.9510319e9	0.00005396145	0.013170359
242.66101	7.3051391e-20	0.0016215381	0.00010151943	0.00031403684	0.076198077	0.63203127	37.288345	8.9669658e9	0.000054209286	0.013200524
242.1029	7.3334447e-20	0.0016231761	0.00010198707	0.00031518679	0.076301181	0.6318656	37.39821	8.9829334e9	0.000054458258	0.013230759
241.54608	7.3618723e-20	0.0016248126	0.00010245687	0.00031634165	0.076404592	0.63170015	37.508318	8.9989348e9	0.000054708374	0.013261063
240.99054	7.3904225e-20	0.0016264475	0.00010292883	0.00031750144	0.076508311	0.63153494	37.618671	9.01497e9	0.000054959637	0.013291436
240.43628	7.4190958e-20	0.001628081	0.00010340296	0.00031866619	0.076612339	0.63136995	37.729269	9.0310392e9	0.000055212053	0.013321879
239.88329	7.4478928e-20	0.0016297129	0.00010387927	0.0003198359	0.076716677	0.6312052	37.840111	9.0471425e9	0.000055465628	0.013352392
239.33158	7.476814e-20	0.0016313433	0.00010435778	0.00032101062	0.076821326	0.63104067	37.951199	9.0632799e9	0.000055720367	0.013382974
238.78113	7.5058601e-20	0.0016329721	0.00010483849	0.00032219036	0.076926286	0.63087637	38.062531	9.0794514e9	0.000055976274	0.013413627
238.23195	7.5350316e-20	0.0016345994	0.00010532141	0.00032337514	0.077031559	0.63071231	38.174109	9.0956572e9	0.000056233356	0.01344435
237.68403	7.564329e-20	0.0016362252	0.00010580655	0.00032456499	0.077137144	0.63054847	38.285933	9.1118974e9	0.000056491617	0.013475143
237.13737	7.5937529e-20	0.0016378494	0.00010629393	0.00032575994	0.077243044	0.63038486	38.398003	9.1281719e9	0.000056751064	0.013506007
236.59197	7.623304e-20	0.001639472	0.00010678354	0.00032696	0.077349258	0.63022148	38.510319	9.144481e9	0.000057011701	0.013536942
236.04782	7.6529827e-20	0.0016410931	0.00010727541	0.0003281652	0.077455788	0.63005832	38.622882	9.1608246e9	0.000057273535	0.013567947
235.50493	7.6827898e-20	0.0016427126	0.00010776955	0.00032937556	0.077562635	0.6298954	38.73569	9.1772029e9	0.000057536569	0.013599024
234.96328	7.7127257e-20	0.0016443306	0.00010826596	0.00033059111	0.077669799	0.6297327	38.848746	9.1936159e9	0.000057800811	0.013630172
234.42288	7.7427911e-20	0.0016459469	0.00010876465	0.00033181188	0.077777281	0.62957022	38.962049	9.2100637e9	0.000058066265	0.013661391
233.88372	7.7729865e-20	0.0016475617	0.00010926564	0.00033303788	0.077885082	0.62940798	39.075599	9.2265464e9	0.000058332938	0.013692681
233.34581	7.8033126e-20	0.0016491749	0.00010976893	0.00033426915	0.077993204	0.62924596	39.189396	9.2430641e9	0.000058600834	0.013724044
232.80913	7.83377e-20	0.0016507866	0.00011027454	0.0003355057	0.078101646	0.62908416	39.303442	9.2596167e9	0.000058869959	0.013755478
232.27368	7.8643591e-20	0.0016523966	0.00011078247	0.00033674756	0.078210409	0.6289226	39.417735	9.2762045e9	0.000059140319	0.013786984
231.73946	7.8950808e-20	0.001654005	0.00011129274	0.00033799475	0.078319496	0.62876125	39.532276	9.2928275e9	0.00005941192	0.013818562
231.20648	7.9259355e-20	0.0016556118	0.00011180536	0.00033924731	0.078428905	0.62860013	39.647065	9.3094858e9	0.000059684766	0.013850213
230.67472	7.9569238e-20	0.001657217	0.00011232034	0.00034050525	0.078538639	0.62843924	39.762103	9.3261794e9	0.000059958865	0.013881936
230.14418	7.9880464e-20	0.0016588206	0.00011283769	0.00034176861	0.078648698	0.62827857	39.877389	9.3429084e9	0.000060234221	0.013913732
229.61486	8.019304e-20	0.0016604226	0.00011335742	0.0003430374	0.078759083	0.62811813	39.992925	9.3596729e9	0.000060510841	0.013945601
229.08677	8.050697e-20	0.0016620229	0.00011387954	0.00034431165	0.078869795	0.62795791	40.108709	9.376473e9	0.00006078873	0.013977543
228.55988	8.0822262e-20	0.0016636216	0.00011440407	0.00034559139	0.078980835	0.62779791	40.224743	9.3933088e9	0.000061067894	0.014009557
228.03421	8.1138921e-20	0.0016652187	0.000114931	0.00034687664	0.079092204	0.62763814	40.341027	9.4101803e9	0.000061348339	0.014041646
227.50974	8.1456954e-20	0.0016668142	0.00011546036	0.00034816743	0.079203902	0.62747859	40.45756	9.4270877e9	0.00006163007	0.014073807
226.98649	8.1776367e-20	0.001668408	0.00011599216	0.00034946379	0.07931593	0.62731926	40.574343	9.4440309e9	0.000061913094	0.014106043
226.46443	8.2097167e-20	0.0016700002	0.0001165264	0.00035076573	0.07942829	0.62716015	40.691376	9.4610101e9	0.000062197416	0.014138352
225.94358	8.2419359e-20	0.0016715907	0.00011706311	0.0003520733	0.079540983	0.62700127	40.808659	9.4780254e9	0.000062483043	0.014170735
225.42392	8.2742951e-20	0.0016731795	0.00011760228	0.00035338651	0.079654008	0.6268426	40.926193	9.4950768e9	0.000062769981	0.014203192
224.90546	8.3067948e-20	0.0016747668	0.00011814393	0.00035470539	0.079767367	0.62668416	41.043978	9.5121644e9	0.000063058234	0.014235724
224.38819	8.3394358e-20	0.0016763523	0.00011868807	0.00035602996	0.079881062	0.62652594	41.162013	9.5292884e9	0.00006334781	0.01426833
223.87211	8.3722185e-20	0.0016779362	0.00011923472	0.00035736026	0.079995092	0.62636794	41.280299	9.5464487e9	0.000063638715	0.014301011
223.35722	8.4051438e-20	0.0016795184	0.00011978389	0.00035869631	0.080109459	0.62621016	41.398837	9.5636454e9	0.000063930954	0.014333767
222.84351	8.4382122e-20	0.0016810989	0.00012033558	0.00036003814	0.080224164	0.6260526	41.517626	9.5808788e9	0.000064224533	0.014366598
222.33099	8.4714245e-20	0.0016826778	0.0001208898	0.00036138577	0.080339207	0.62589526	41.636667	9.5981487e9	0.00006451946	0.014399504
221.81964	8.5047812e-20	0.0016842549	0.00012144658	0.00036273923	0.08045459	0.62573814	41.75596	9.6154553e9	0.000064815739	0.014432485
221.30947	8.5382831e-20	0.0016858304	0.00012200592	0.00036409856	0.080570314	0.62558124	41.875504	9.6327988e9	0.000065113378	0.014465542
220.80047	8.5719307e-20	0.0016874042	0.00012256783	0.00036546377	0.080686379	0.62542456	41.995301	9.650179e9	0.000065412382	0.014498674
220.29265	8.6057248e-20	0.0016889763	0.00012313233	0.00036683489	0.080802786	0.62526809	42.11535	9.6675963e9	0.000065712757	0.014531882
219.78599	8.6396661e-20	0.0016905467	0.00012369943	0.00036821196	0.080919537	0.62511185	42.235652	9.6850505e9	0.00006601451	0.014565167
219.28049	8.6737551e-20	0.0016921154	0.00012426913	0.000369595	0.081036631	0.62495582	42.356206	9.7025419e9	0.000066317648	0.014598528
218.77616	8.7079927e-20	0.0016936824	0.00012484146	0.00037098404	0.081154071	0.62480001	42.477013	9.7200705e9	0.000066622176	0.014631965
218.27299	8.7423794e-20	0.0016952477	0.00012541642	0.00037237911	0.081271857	0.62464441	42.598073	9.7376363e9	0.000066928101	0.014665478
217.77098	8.776916e-20	0.0016968112	0.00012599402	0.00037378023	0.08138999	0.62448904	42.719386	9.7552395e9	0.000067235429	0.014699068
217.27012	8.8116031e-20	0.0016983731	0.00012657428	0.00037518743	0.081508472	0.62433388	42.840953	9.7728801e9	0.000067544167	0.014732736
216.77041	8.8464415e-20	0.0016999332	0.00012715721	0.00037660075	0.081627302	0.62417893	42.962773	9.7905582e9	0.000067854321	0.01476648
216.27185	8.8814318e-20	0.0017014916	0.00012774283	0.00037802021	0.081746482	0.6240242	43.084847	9.808274e9	0.000068165897	0.014800301
215.77444	8.9165747e-20	0.0017030482	0.00012833113	0.00037944584	0.081866012	0.62386969	43.207175	9.8260274e9	0.000068478903	0.0148342
215.27817	8.951871e-20	0.0017046032	0.00012892215	0.00038087767	0.081985895	0.62371539	43.329757	9.8438186e9	0.000068793344	0.014868177
214.78305	8.9873212e-20	0.0017061563	0.00012951588	0.00038231573	0.08210613	0.62356131	43.452593	9.8616477e9	0.000069109228	0.014902231
214.28906	9.0229263e-20	0.0017077078	0.00013011234	0.00038376005	0.08222672	0.62340744	43.575684	9.8795147e9	0.00006942656	0.014936364
213.79621	9.0586867e-20	0.0017092575	0.00013071155	0.00038521066	0.082347664	0.62325378	43.699029	9.8974197e9	0.000069745348	0.014970574
213.30449	9.0946034e-20	0.0017108054	0.00013131351	0.00038666758	0.082468963	0.62310034	43.822629	9.9153628e9	0.000070065598	0.015004863
212.8139	9.1306769e-20	0.0017123516	0.00013191825	0.00038813085	0.08259062	0.62294712	43.946483	9.933344e9	0.000070387317	0.01503923
212.32445	9.166908e-20	0.0017138961	0.00013252576	0.0003896005	0.082712634	0.6227941	44.070593	9.9513636e9	0.000070710511	0.015073676
211.83611	9.2032974e-20	0.0017154388	0.00013313607	0.00039107656	0.082835006	0.6226413	44.194957	9.9694215e9	0.000071035187	0.015108201
211.3489	9.2398459e-20	0.0017169797	0.00013374919	0.00039255906	0.082957739	0.62248871	44.319577	9.9875179e9	0.000071361353	0.015142805
210.86281	9.2765541e-20	0.0017185189	0.00013436513	0.00039404802	0.083080832	0.62233634	44.444453	1.0005653e10	0.000071689014	0.015177488
210.37784	9.3134229e-20	0.0017200562	0.0001349839	0.00039554348	0.083204286	0.62218417	44.569584	1.0023826e10	0.000072018178	0.01521225
209.89399	9.350453e-20	0.0017215919	0.00013560552	0.00039704548	0.083328104	0.62203222	44.69497	1.0042038e10	0.000072348852	0.015247092
209.41125	9.387645e-20	0.0017231257	0.00013623	0.00039855404	0.083452285	0.62188048	44.820613	1.0060289e10	0.000072681042	0.015282014
208.92961	9.4249997e-20	0.0017246577	0.00013685735	0.00040006918	0.08357683	0.62172894	44.946511	1.0078579e10	0.000073014755	0.015317015
208.44909	9.462518e-20	0.001726188	0.00013748758	0.00040159095	0.083701742	0.62157762	45.072666	1.0096908e10	0.000073349999	0.015352097
207.96967	9.5002004e-20	0.0017277165	0.00013812072	0.00040311938	0.083827019	0.62142651	45.199077	1.0115276e10	0.00007368678	0.015387259
207.49135	9.5380479e-20	0.0017292432	0.00013875676	0.00040465449	0.083952665	0.62127561	45.325744	1.0133683e10	0.000074025106	0.015422502
207.01413	9.5760611e-20	0.0017307681	0.00013939574	0.00040619633	0.084078679	0.62112492	45.452668	1.0152129e10	0.000074364982	0.015457825
